DCS,VC,Desc1,Attr,Size,Item#,OHQty,OHExtP$,SoldQty,SoldExtP$,SoldM%,Str
APPSOCM,CEP,SOCK DYNAMIC + RUN,BLK,IV,410,2,49.98,0,0,0,NOV
APPSOCM,CEP,SOCK DYNAMIC + RUN,BLK,IV,410,2,49.98,0,0,0,NVL
APPSOCM,CEP,SOCK DYNAMIC + RUN,BLK,IV,410,2,49.98,0,0,0,AAW
SHOSPE,SAUCON,SPITFIRE 2,D,11.5,417,-1,-64.99,0,0,0,NOV
SHOSPE,SAUCON,SPITFIRE 2,D,11.5,417,1,64.99,0,0,0,WB
SHOSPE,SAUCON,SPITFIRE 2,D,12,418,-1,-64.99,0,0,0,NOV
SHOSPE,SAUCON,SPITFIRE 2,D,12,418,3,194.97,0,0,0,WB
SHOSPE,SAUCON,SPITFIRE 2,D,12,418,-1,-64.99,0,0,0,AAW
APPSHOW,OISELL,SHORT LONG ROGA,GRAPH,S,420,2,97.98,0,0,0,AA
APPSHOW,OISELL,SHORT LONG ROGA,GRAPH,S,420,2,97.98,0,0,0,WB
APPSHOW,OISELL,SHORT LONG ROGA,GRAPH,S,420,1,48.99,0,0,0,AAW
APPSHOW,OISELL,SHORT LONG ROGA,GRAPH,M,421,3,146.97,0,0,0,AA
APPSHOW,OISELL,SHORT LONG ROGA,GRAPH,M,421,0,0,2,93.08,47.36,NVL
APPSHOW,OISELL,SHORT LONG ROGA,GRAPH,M,421,3,146.97,0,0,0,WB
APPSHOW,OISELL,SHORT LONG ROGA,GRAPH,M,421,3,146.97,0,0,0,AAW
APPSHOW,OISELL,SHORT LONG ROGA,GRAPH,L,423,1,48.99,1,48.99,49.99,AA
APPSHOW,OISELL,SHORT LONG ROGA,GRAPH,L,423,1,48.99,0,0,0,WB
APPSHOW,OISELL,SHORT LONG ROGA,GRAPH,L,423,0,0,1,44.09,44.43,AAW
APPSHOM,LS GRN,SHORT TRI ELT COURS,20,XL,424,1,129.99,0,0,0,NOV
APPSHOM,LS GRN,SHORT TRI ELT COURS,20,XL,424,1,129.99,0,0,0,NVL
APPSHOM,LS GRN,SHORT TRI ELT COURS,20,XL,424,2,259.98,0,0,0,AAW
APPSHIM,LS GRN,TOP PRO SL SMI-RLAX,5V3,M,425,1,94.99,0,0,0,NOV
APPSHIM,LS GRN,TOP PRO SL SMI-RLAX,5V3,M,425,1,94.99,0,0,0,NVL
APPSHIM,LS GRN,TOP PRO SL SMI-RLAX,5V3,M,425,1,94.99,0,0,0,TC2
APPSHIM,LS GRN,TOP PRO SL SMI-RLAX,5V3,M,425,1,94.99,0,0,0,AAW
APPSHIM,LS GRN,TOP PRO SL SMI-RLAX,5V3,L,426,2,189.98,0,0,0,NOV
APPSHIM,LS GRN,TOP PRO SL SMI-RLAX,5V3,L,426,1,94.99,0,0,0,NVL
APPSHIM,LS GRN,TOP PRO SL SMI-RLAX,5V3,L,426,1,94.99,0,0,0,TC2
APPSHIM,LS GRN,TOP PRO SL SMI-RLAX,5V3,L,426,1,94.99,0,0,0,AAW
APPSHIM,LS GRN,TOP PRO SL SMI-RLAX,5V3,XL,427,2,189.98,0,0,0,NOV
APPSHIM,LS GRN,TOP PRO SL SMI-RLAX,5V3,XL,427,1,94.99,0,0,0,NVL
APPSHIM,LS GRN,TOP PRO SL SMI-RLAX,5V3,XL,427,1,94.99,0,0,0,TC2
APPSHIM,LS GRN,TOP PRO SL SMI-RLAX,5V3,XL,427,2,189.98,0,0,0,AAW
APPSHIM,LS GRN,TOP PRO SL SMI-RLAX,5V3,XXL,428,2,189.98,0,0,0,NOV
APPSHIM,LS GRN,TOP PRO SL SMI-RLAX,5V3,XXL,428,0,0,1,94.99,52.14,NVL
APPSHIM,LS GRN,TOP PRO SL SMI-RLAX,5V3,XXL,428,1,94.99,0,0,0,TC2
APPSHIM,LS GRN,TOP PRO SL SMI-RLAX,5V3,XXL,428,3,284.97,0,0,0,AAW
APPSHOM,MIZUNO,SHORT RIDER,9190,M,430,2,89.98,1,35.99,44.98,AA
APPSHOM,MIZUNO,SHORT RIDER,9190,M,430,3,134.97,0,0,0,NOV
APPSHOM,MIZUNO,SHORT RIDER,9190,M,430,3,134.97,0,0,0,NVL
APPSHOM,MIZUNO,SHORT RIDER,9190,M,430,3,134.97,0,0,0,TC2
APPSHOM,MIZUNO,SHORT RIDER,9190,M,430,3,134.97,0,0,0,AAW
APPTIGM,SAUCON,TIGHT OMNI LX II,MED,M,449,1,64.99,0,0,0,TC1
GIF,RUNFIT,GIFT CERTIFICATE,,,452,0,0,-3,-293.78,100,AA
GIF,RUNFIT,GIFT CERTIFICATE,,,452,0,0,-3,-124,100,NOV
GIF,RUNFIT,GIFT CERTIFICATE,,,452,0,0,-7,-537.92,100,NVL
GIF,RUNFIT,GIFT CERTIFICATE,,,452,0,0,-4,-446.19,100,WB
GIF,RUNFIT,GIFT CERTIFICATE,,,452,0,0,-4,-200,100,TC1
GIF,RUNFIT,GIFT CERTIFICATE,,,452,0,0,-3,-160.08,100,AAW
SHO,RUNFIT,DEFECTIVE ITEM SHOE,,,453,0,0,-6,-704.94,100,AA
SHO,RUNFIT,DEFECTIVE ITEM SHOE,,,453,0,0,-1,-114.99,100,NOV
SHO,RUNFIT,DEFECTIVE ITEM SHOE,,,453,0,0,-13,"-1,498.77",100,NVL
SHO,RUNFIT,DEFECTIVE ITEM SHOE,,,453,0,0,-1,-99.99,100,WB
SHO,RUNFIT,DEFECTIVE ITEM SHOE,,,453,0,0,-1,-139.99,100,TC2
SHO,RUNFIT,DEFECTIVE ITEM SHOE,,,453,0,0,-6,-669.94,100,TC1
SHO,RUNFIT,DEFECTIVE ITEM SHOE,,,453,0,0,-16,"-1,751.48",100,AAW
MISMED,SPENCO,TOTAL SUPPORT ORGNL,BLK,1,460,2,73.98,0,0,0,AA
MISMED,SPENCO,TOTAL SUPPORT ORGNL,BLK,1,460,2,73.98,0,0,0,NOV
MISMED,SPENCO,TOTAL SUPPORT ORGNL,BLK,1,460,4,147.96,0,0,0,NVL
MISMED,SPENCO,TOTAL SUPPORT ORGNL,BLK,1,460,2,73.98,0,0,0,WB
MISMED,SPENCO,TOTAL SUPPORT ORGNL,BLK,1,460,4,147.96,0,0,0,AAW
MISMED,SPENCO,TOTAL SUPPORT ORGNL,BLK,2,461,4,147.96,0,0,0,AA
MISMED,SPENCO,TOTAL SUPPORT ORGNL,BLK,2,461,4,147.96,0,0,0,NOV
MISMED,SPENCO,TOTAL SUPPORT ORGNL,BLK,2,461,6,221.94,0,0,0,NVL
MISMED,SPENCO,TOTAL SUPPORT ORGNL,BLK,2,461,4,147.96,0,0,0,WB
MISMED,SPENCO,TOTAL SUPPORT ORGNL,BLK,2,461,18,665.82,4,144.26,66.03,AAW
MISMED,SPENCO,TOTAL SUPPORT ORGNL,BLK,3,462,4,147.96,0,0,0,AA
MISMED,SPENCO,TOTAL SUPPORT ORGNL,BLK,3,462,4,147.96,0,0,0,NOV
MISMED,SPENCO,TOTAL SUPPORT ORGNL,BLK,3,462,5,184.95,1,36.99,66.88,NVL
MISMED,SPENCO,TOTAL SUPPORT ORGNL,BLK,3,462,4,147.96,0,0,0,WB
MISMED,SPENCO,TOTAL SUPPORT ORGNL,BLK,3,462,22,813.78,0,0,0,AAW
MISMED,POWERS,PINNACLE MAXX,RED,B,463,3,134.97,0,0,0,AA
MISMED,POWERS,PINNACLE MAXX,RED,B,463,2,89.98,0,0,0,NOV
MISMED,POWERS,PINNACLE MAXX,RED,B,463,5,224.95,0,0,0,NVL
MISMED,POWERS,PINNACLE MAXX,RED,B,463,2,89.98,1,40.49,60.93,WB
MISMED,POWERS,PINNACLE MAXX,RED,B,463,2,89.98,0,0,0,TC2
MISMED,POWERS,PINNACLE MAXX,RED,B,463,1,44.99,0,0,0,TC1
MISMED,POWERS,PINNACLE MAXX,RED,B,463,2,89.98,1,44.99,64.84,AAW
SHOSPE,SAUCON,SPITFIRE 2,D,13,465,-1,-64.99,0,0,0,NOV
SHOSPE,SAUCON,SPITFIRE 2,D,13,465,1,64.99,0,0,0,WB
SHOSPE,SAUCON,SPITFIRE 2,B,7,466,-1,-64.99,0,0,0,NOV
SHOSPE,SAUCON,SPITFIRE 2,B,7.5,467,-1,-64.99,0,0,0,NOV
SHOSPE,SAUCON,SPITFIRE 2,B,7.5,467,1,64.99,0,0,0,WB
SHOSPE,SAUCON,SPITFIRE 2,B,8,480,-1,-64.99,0,0,0,NOV
SHOSPE,SAUCON,SPITFIRE 2,B,8,480,1,64.99,0,0,0,WB
SHOSPE,SAUCON,SPITFIRE 2,B,8.5,481,-1,-64.99,0,0,0,NOV
SHOSPE,SAUCON,SPITFIRE 2,B,9,482,-1,-64.99,0,0,0,NOV
APPSHIW,BROOKS,TOP VRST EZ SS V NK,531,S,484,2,67.98,0,-3.4,100,AA
APPSHIW,BROOKS,TOP VRST EZ SS V NK,531,S,484,1,33.99,1,33.99,55.99,NOV
APPSHIW,BROOKS,TOP VRST EZ SS V NK,531,S,484,1,33.99,1,33.99,55.99,NVL
APPSHIW,BROOKS,TOP VRST EZ SS V NK,531,S,484,2,67.98,0,0,0,WB
APPSHIW,BROOKS,TOP VRST EZ SS V NK,531,S,484,0,0,1,27.19,44.98,TC2
APPSHIW,BROOKS,TOP VRST EZ SS V NK,531,S,484,2,67.98,0,0,0,TC1
APPSHIW,BROOKS,TOP VRST EZ SS V NK,531,S,484,0,0,1,33.99,55.99,AAW
APPSHIW,BROOKS,TOP VRST EZ SS V NK,531,M,485,2,67.98,0,0,0,AA
APPSHIW,BROOKS,TOP VRST EZ SS V NK,531,M,485,2,67.98,0,0,0,NOV
APPSHIW,BROOKS,TOP VRST EZ SS V NK,531,M,485,0,0,2,67.98,55.99,NVL
APPSHIW,BROOKS,TOP VRST EZ SS V NK,531,M,485,3,101.97,0,0,0,WB
APPSHIW,BROOKS,TOP VRST EZ SS V NK,531,M,485,0,0,1,30.59,51.1,TC2
APPSHIW,BROOKS,TOP VRST EZ SS V NK,531,M,485,0,0,1,27.19,44.98,TC1
APPSHIW,BROOKS,TOP VRST EZ SS V NK,531,M,485,2,67.98,0,0,0,AAW
APPSHIW,BROOKS,TOP VRST EZ SS V NK,531,L,486,2,67.98,0,0,0,AA
APPSHIW,BROOKS,TOP VRST EZ SS V NK,531,L,486,2,67.98,0,0,0,NVL
APPSHIW,BROOKS,TOP VRST EZ SS V NK,531,L,486,1,33.99,0,0,0,WB
APPSHIW,BROOKS,TOP VRST EZ SS V NK,531,L,486,1,33.99,0,0,0,TC2
APPSHIW,BROOKS,TOP VRST EZ SS V NK,531,L,486,1,33.99,0,0,0,TC1
APPSHIW,BROOKS,TOP VRST EZ SS V NK,531,L,486,1,33.99,0,0,0,AAW
APPSHIW,BROOKS,TOP VRST EZ SS V NK,531,XL,487,1,33.99,0,0,0,AA
APPSHOW,BROOKS,"SHORT PACER 5"" II",941,S,488,1,37.99,0,0,0,WB
APPSHOW,BROOKS,"SHORT PACER 5"" II",941,S,488,1,37.99,0,0,0,AAW
APPSHOW,BROOKS,"SHORT PACER 5"" II",941,M,489,2,75.98,0,0,0,AA
APPSHOW,BROOKS,"SHORT PACER 5"" II",941,M,489,1,37.99,0,0,0,NOV
APPSHOW,BROOKS,"SHORT PACER 5"" II",941,M,489,1,37.99,0,0,0,NVL
APPSHOW,BROOKS,"SHORT PACER 5"" II",941,M,489,0,0,1,37.99,55.99,AAW
APPSHOW,BROOKS,"SHORT PACER 5"" II",941,L,490,1,37.99,1,26.59,37.12,AA
APPSHOW,BROOKS,"SHORT PACER 5"" II",941,L,490,1,37.99,1,37.99,55.99,NOV
APPSHOW,BROOKS,"SHORT PACER 5"" II",941,L,490,2,75.98,0,0,0,NVL
APPSHOW,BROOKS,"SHORT PACER 5"" II",941,L,490,2,75.98,0,0,0,WB
APPSHOW,BROOKS,"SHORT PACER 5"" II",941,L,490,1,37.99,0,0,0,AAW
APPSHOW,BROOKS,"SHORT PACER 5"" II",941,XL,491,1,37.99,0,0,0,AA
APPSHOW,BROOKS,"SHORT PACER 5"" II",941,XL,491,1,37.99,0,0,0,NVL
APPSHOW,BROOKS,"SHORT PACER 5"" II",941,XL,491,1,37.99,0,0,0,AAW
MISELE,PRINCE,LAMP BYTE,BK,ONE,492,4,95.96,0,0,0,AA
MISELE,PRINCE,LAMP BYTE,BK,ONE,492,3,71.97,0,0,0,NOV
MISELE,PRINCE,LAMP BYTE,BK,ONE,492,1,23.99,0,0,0,NVL
MISELE,PRINCE,LAMP BYTE,BK,ONE,492,1,23.99,0,0,0,WB
MISELE,PRINCE,LAMP BYTE,BK,ONE,492,4,95.96,0,0,0,TC1
MISELE,PRINCE,LAMP BYTE,BK,ONE,492,4,95.96,0,0,0,AAW
APPSOCW,BROOKS,SOCK DOUBLE TAB 3PK,3161,S,500,2,29.98,2,29.98,56.64,TC2
APPSOCW,BROOKS,SOCK DOUBLE TAB 3PK,3161,S,500,6,89.94,2,29.98,56.64,TC1
APPSOCW,BROOKS,SOCK DOUBLE TAB 3PK,3161,M,501,24,359.76,4,52.46,50.44,TC2
APPSOCW,BROOKS,SOCK DOUBLE TAB 3PK,3161,M,501,1,14.99,31,395.92,49.11,TC1
APPSOCM,BROOKS,SOCK DOUBLE TAB 3PK,3817,L,502,18,269.82,4,44.98,45.46,TC2
APPSOCM,BROOKS,SOCK DOUBLE TAB 3PK,3817,L,502,13,194.87,15,188.97,49.91,TC1
APPSOCM,BROOKS,SOCK DOUBLE TAB 3PK,3817,XL,503,15,224.85,0,0,0,AA
APPSOCM,BROOKS,SOCK DOUBLE TAB 3PK,3817,XL,503,32,479.68,0,0,0,NVL
APPSOCM,BROOKS,SOCK DOUBLE TAB 3PK,3817,XL,503,1,14.99,0,0,0,WB
APPSOCM,BROOKS,SOCK DOUBLE TAB 3PK,3817,XL,503,5,74.95,0,0,0,TC2
APPSOCM,BROOKS,SOCK DOUBLE TAB 3PK,3817,XL,503,8,119.92,0,0,0,TC1
APPSOCM,BROOKS,SOCK DOUBLE TAB 3PK,3817,XL,503,106,"1,588.94",0,0,0,AAW
APPSOCM,BROOKS,SOCK DOUBLE TAB 3PK,3817,M,505,4,59.96,0,0,0,TC2
APPSOCM,BROOKS,SOCK DOUBLE TAB 3PK,3817,M,505,5,74.95,3,44.97,56.64,TC1
SHORUNM,ADIDAS,SUPERNOVA GLIDE 3,D,11,517,1,109.99,0,0,0,TC1
SHOSPE,SAUCON,SPITFIRE 2,B,9.5,529,-1,-64.99,0,0,0,NOV
MISACCACC,NATHAN,PHONE POCKET,G,ONE,530,12,239.88,0,0,0,AA
MISACCACC,NATHAN,PHONE POCKET,G,ONE,530,9,179.91,0,0,0,NOV
MISACCACC,NATHAN,PHONE POCKET,G,ONE,530,7,139.93,2,39.98,52.58,NVL
MISACCACC,NATHAN,PHONE POCKET,G,ONE,530,9,179.91,0,0,0,WB
MISACCACC,NATHAN,PHONE POCKET,G,ONE,530,9,179.91,0,0,0,TC2
MISACCACC,NATHAN,PHONE POCKET,G,ONE,530,11,219.89,0,0,0,TC1
MISACCACC,NATHAN,PHONE POCKET,G,ONE,530,10,199.9,0,0,0,AAW
MISACCACC,POLAR,SOFT STRAP,BLK,XS-S,531,2,37.98,0,0,0,AA
MISACCACC,POLAR,SOFT STRAP,BLK,XS-S,531,1,18.99,0,0,0,NVL
MISACCACC,POLAR,SOFT STRAP,BLK,M-XXL,532,-1,-18.99,1,18.99,34.91,WB
SHORUNW,ASICS,NIMBUS 14,B,6,533,1,139.99,0,0,0,AA
SHORUNW,ASICS,NIMBUS 14,B,6,533,1,139.99,0,0,0,NVL
SHORUNW,ASICS,NIMBUS 14,B,6,533,1,139.99,0,0,0,TC2
SHORUNW,ASICS,NIMBUS 14,B,6,533,1,139.99,0,0,0,AAW
SHORUNW,ASICS,NIMBUS 14,B,6.5,534,1,139.99,0,0,0,AA
SHORUNW,ASICS,NIMBUS 14,B,6.5,534,0,0,1,111.99,37.91,NOV
SHORUNW,ASICS,NIMBUS 14,B,6.5,534,0,0,1,139.99,50.33,NVL
SHORUNW,ASICS,NIMBUS 14,B,6.5,534,0,0,1,139.99,50.33,WB
SHORUNW,ASICS,NIMBUS 14,B,6.5,534,0,0,1,125.99,44.81,TC2
SHORUNW,ASICS,NIMBUS 14,B,6.5,534,1,139.99,0,0,0,AAW
SHORUNW,ASICS,NIMBUS 14,B,7,535,1,139.99,1,139.99,50.28,NVL
SHORUNW,ASICS,NIMBUS 14,B,7,535,2,279.98,0,0,0,WB
SHORUNW,ASICS,NIMBUS 14,B,7,535,3,419.97,0,0,0,TC2
SHORUNW,ASICS,NIMBUS 14,B,7,535,0,0,1,97.99,28.96,TC1
SHORUNW,ASICS,NIMBUS 14,B,7,535,1,139.99,0,0,0,AAW
SHORUNW,ASICS,NIMBUS 14,B,7.5,538,1,139.99,1,125.99,44.78,TC2
SHORUNW,ASICS,NIMBUS 14,B,7.5,538,4,559.96,0,0,0,TC1
SHORUNW,ASICS,NIMBUS 14,B,7.5,538,1,139.99,1,111.99,37.88,AAW
SHORUNW,ASICS,NIMBUS 14,B,8,539,2,279.98,1,111.99,38.01,AA
SHORUNW,ASICS,NIMBUS 14,B,8,539,0,0,1,111.99,38.01,NOV
SHORUNW,ASICS,NIMBUS 14,B,8,539,0,0,1,139.99,50.41,NVL
SHORUNW,ASICS,NIMBUS 14,B,8,539,0,0,1,111.99,38.01,WB
SHORUNW,ASICS,NIMBUS 14,B,8,539,1,139.99,1,139.99,50.41,TC2
SHORUNW,ASICS,NIMBUS 14,B,8,539,3,419.97,0,0,0,TC1
SHORUNW,ASICS,NIMBUS 14,B,8,539,2,279.98,2,251.98,44.9,AAW
SHORUNW,ASICS,NIMBUS 14,B,8.5,540,0,0,1,139.99,50.32,NVL
SHORUNW,ASICS,NIMBUS 14,B,8.5,540,1,139.99,0,0,0,WB
SHORUNW,ASICS,NIMBUS 14,B,8.5,540,0,0,1,125.99,44.8,TC2
SHORUNW,ASICS,NIMBUS 14,B,8.5,540,3,419.97,0,0,0,TC1
SHORUNW,ASICS,NIMBUS 14,B,9,541,4,559.96,1,111.99,37.99,AA
SHORUNW,ASICS,NIMBUS 14,B,9,541,1,139.99,1,125.99,44.88,NVL
SHORUNW,ASICS,NIMBUS 14,B,9,541,1,139.99,1,111.99,37.99,WB
SHORUNW,ASICS,NIMBUS 14,B,9,541,6,839.94,1,139.99,50.39,TC1
SHORUNW,ASICS,NIMBUS 14,B,9,541,5,699.95,1,139.99,50.39,AAW
SHORUNW,ASICS,NIMBUS 14,B,9.5,542,0,0,1,111.99,37.98,WB
SHORUNW,ASICS,NIMBUS 14,B,9.5,542,-2,-279.98,3,391.97,46.84,TC2
SHORUNW,ASICS,NIMBUS 14,B,9.5,542,7,979.93,1,125.99,44.87,TC1
SHORUNW,ASICS,NIMBUS 14,B,9.5,542,1,139.99,1,111.99,37.98,AAW
SHOSPE,SAUCON,SPITFIRE 2,B,10,558,1,64.99,0,0,0,NVL
SHORUNW,ASICS,NIMBUS 14,B,10,561,2,279.98,0,0,0,AA
SHORUNW,ASICS,NIMBUS 14,B,10,561,0,0,0,0,0,NOV
SHORUNW,ASICS,NIMBUS 14,B,10,561,1,139.99,0,0,0,NVL
SHORUNW,ASICS,NIMBUS 14,B,10,561,1,139.99,1,111.99,37.88,WB
SHORUNW,ASICS,NIMBUS 14,B,10,561,3,419.97,0,0,0,TC1
SHORUNW,ASICS,NIMBUS 14,B,10,561,0,0,2,237.98,41.53,AAW
SHORUNW,ASICS,NIMBUS 14,B,10.5,562,1,139.99,0,0,0,NOV
SHORUNW,ASICS,NIMBUS 14,B,11,563,1,139.99,0,0,0,AA
SHORUNW,ASICS,NIMBUS 14,B,11,563,-1,-139.99,1,111.99,36.88,NOV
SHORUNW,ASICS,NIMBUS 14,B,11,563,1,139.99,1,111.99,36.88,WB
SHORUNW,ASICS,CUMULUS 14,B,6,564,1,109.99,0,0,0,AA
SHORUNW,ASICS,CUMULUS 14,B,6,564,1,109.99,0,0,0,NOV
SHORUNW,ASICS,CUMULUS 14,B,6,564,1,109.99,1,98.99,44.18,NVL
SHORUNW,ASICS,CUMULUS 14,B,6,564,1,109.99,0,0,0,TC2
SHORUNW,ASICS,CUMULUS 14,B,6,564,1,109.99,0,0,0,AAW
SHORUNW,ASICS,CUMULUS 14,B,6.5,565,3,329.97,0,0,0,AA
SHORUNW,ASICS,CUMULUS 14,B,6.5,565,3,329.97,0,0,0,NOV
SHORUNW,ASICS,CUMULUS 14,B,6.5,565,3,329.97,0,0,0,NVL
SHORUNW,ASICS,CUMULUS 14,B,6.5,565,2,219.98,0,0,0,WB
SHORUNW,ASICS,CUMULUS 14,B,6.5,565,2,219.98,0,0,0,TC2
SHORUNW,ASICS,CUMULUS 14,B,6.5,565,0,0,1,98.99,45.12,TC1
SHORUNW,ASICS,CUMULUS 14,B,6.5,565,2,219.98,1,109.99,50.6,AAW
SHORUNW,ASICS,CUMULUS 14,B,7,583,3,329.97,0,0,0,AA
SHORUNW,ASICS,CUMULUS 14,B,7,583,4,439.96,0,0,0,NOV
SHORUNW,ASICS,CUMULUS 14,B,7,583,1,109.99,2,197.98,46.06,NVL
SHORUNW,ASICS,CUMULUS 14,B,7,583,5,549.95,0,0,0,WB
SHORUNW,ASICS,CUMULUS 14,B,7,583,3,329.97,0,0,0,TC1
SHORUNW,ASICS,CUMULUS 14,B,7,583,3,329.97,0,0,0,AAW
SHORUNW,ASICS,CUMULUS 14,B,7.5,584,2,219.98,0,0,0,AA
SHORUNW,ASICS,CUMULUS 14,B,7.5,584,2,219.98,1,87.99,40.36,NOV
SHORUNW,ASICS,CUMULUS 14,B,7.5,584,1,109.99,0,0,0,NVL
SHORUNW,ASICS,CUMULUS 14,B,7.5,584,2,219.98,1,87.99,40.36,WB
SHORUNW,ASICS,CUMULUS 14,B,7.5,584,2,219.98,1,98.99,46.98,TC2
SHORUNW,ASICS,CUMULUS 14,B,7.5,584,2,219.98,0,0,0,TC1
SHORUNW,ASICS,CUMULUS 14,B,7.5,584,3,329.97,0,0,0,AAW
SHORUNW,ASICS,CUMULUS 14,B,8,585,6,659.94,0,0,0,AA
SHORUNW,ASICS,CUMULUS 14,B,8,585,3,329.97,1,109.99,52.85,NOV
SHORUNW,ASICS,CUMULUS 14,B,8,585,3,329.97,2,219.98,52.85,NVL
SHORUNW,ASICS,CUMULUS 14,B,8,585,3,329.97,0,0,0,WB
SHORUNW,ASICS,CUMULUS 14,B,8,585,11,"1,209.89",0,0,0,TC2
SHORUNW,ASICS,CUMULUS 14,B,8,585,4,439.96,0,0,0,TC1
SHORUNW,ASICS,CUMULUS 14,B,8,585,5,549.95,1,109.99,52.85,AAW
SHORUNW,ASICS,CUMULUS 14,B,8.5,586,0,0,2,175.98,40.46,NOV
SHORUNW,ASICS,CUMULUS 14,B,8.5,586,1,109.99,1,87.99,40.46,NVL
SHORUNW,ASICS,CUMULUS 14,B,8.5,586,5,549.95,1,109.99,52.37,TC2
SHORUNW,ASICS,CUMULUS 14,B,8.5,586,0,0,2,219.98,52.37,TC1
SHORUNW,ASICS,CUMULUS 14,B,8.5,586,0,0,2,219.98,52.37,AAW
SHORUNW,ASICS,CUMULUS 14,B,9,587,1,109.99,3,285.97,45.4,AA
SHORUNW,ASICS,CUMULUS 14,B,9,587,5,549.95,0,0,0,NOV
SHORUNW,ASICS,CUMULUS 14,B,9,587,1,109.99,4,351.96,40.85,NVL
SHORUNW,ASICS,CUMULUS 14,B,9,587,3,329.97,1,87.99,40.85,WB
SHORUNW,ASICS,CUMULUS 14,B,9,587,2,219.98,1,109.99,52.68,TC2
SHORUNW,ASICS,CUMULUS 14,B,9,587,6,659.94,2,186.98,44.33,TC1
SHORUNW,ASICS,CUMULUS 14,B,9,587,6,659.94,1,197.98,73.71,AAW
SHORUNW,ASICS,CUMULUS 14,B,9.5,588,2,219.98,1,87.99,39.94,AA
SHORUNW,ASICS,CUMULUS 14,B,9.5,588,0,0,1,87.99,39.94,NOV
SHORUNW,ASICS,CUMULUS 14,B,9.5,588,2,219.98,1,87.99,39.94,NVL
SHORUNW,ASICS,CUMULUS 14,B,9.5,588,2,219.98,0,0,0,WB
SHORUNW,ASICS,CUMULUS 14,B,9.5,588,5,549.95,0,0,0,TC2
SHORUNW,ASICS,CUMULUS 14,B,9.5,588,0,0,1,109.99,51.95,TC1
SHORUNW,ASICS,CUMULUS 14,B,9.5,588,2,219.98,0,0,0,AAW
SHORUNW,ASICS,CUMULUS 14,B,10,589,0,0,1,87.99,40.41,NOV
SHORUNW,ASICS,CUMULUS 14,B,10,589,2,219.98,0,0,0,NVL
SHORUNW,ASICS,CUMULUS 14,B,10,589,2,219.98,0,0,0,WB
SHORUNW,ASICS,CUMULUS 14,B,10,589,5,549.95,0,0,0,TC2
SHORUNW,ASICS,CUMULUS 14,B,10,589,3,329.97,0,0,0,TC1
SHORUNW,ASICS,CUMULUS 14,B,10,589,0,0,1,98.99,47.04,AAW
SHORUNW,ASICS,CUMULUS 14,B,10.5,593,1,109.99,1,87.99,38.12,NOV
SHORUNW,ASICS,CUMULUS 14,B,10.5,593,-1,-109.99,0,0,0,NVL
SHORUNW,ASICS,CUMULUS 14,B,11,594,1,109.99,0,0,0,AA
SHORUNW,ASICS,CUMULUS 14,B,11,594,-1,-109.99,1,98.99,49.07,NOV
SHORUNW,ASICS,CUMULUS 14,B,11,594,1,109.99,0,0,0,NVL
SHORUNW,ASICS,CUMULUS 14,B,11,594,1,109.99,0,0,0,AAW
SHORUNM,BROOKS,GHOST 5,D,7,595,1,109.99,0,0,0,NOV
SHORUNM,BROOKS,GHOST 5,D,7,595,1,109.99,1,109.99,50.01,AAW
SHORUNM,BROOKS,GHOST 5,D,7.5,596,1,109.99,0,0,0,AA
SHORUNM,BROOKS,GHOST 5,D,7.5,596,1,109.99,0,0,0,NOV
SHORUNM,BROOKS,GHOST 5,D,7.5,596,1,109.99,0,0,0,TC2
SHORUNM,BROOKS,GHOST 5,D,7.5,596,0,0,1,104.49,48.62,AAW
SHORUNM,BROOKS,GHOST 5,D,8,597,1,109.99,1,109.99,51.54,NOV
SHORUNM,BROOKS,GHOST 5,D,8,597,2,219.98,0,0,0,TC1
SHORUNM,BROOKS,GHOST 5,D,8.5,598,0,0,1,109.99,52.7,AA
SHORUNM,BROOKS,GHOST 5,D,8.5,598,0,0,1,109.99,52.7,NOV
SHORUNM,BROOKS,GHOST 5,D,8.5,598,1,109.99,2,208.98,49.6,NVL
SHORUNM,BROOKS,GHOST 5,D,8.5,598,1,109.99,0,0,0,WB
SHORUNM,BROOKS,GHOST 5,D,8.5,598,2,219.98,1,109.99,52.7,TC2
SHORUNM,BROOKS,GHOST 5,D,8.5,598,1,109.99,1,109.99,52.7,TC1
SHORUNM,BROOKS,GHOST 5,D,8.5,598,0,0,2,219.98,52.12,AAW
SHORUNM,BROOKS,GHOST 5,D,9,599,2,219.98,0,0,0,AA
SHORUNM,BROOKS,GHOST 5,D,9,599,0,0,1,109.99,52.05,NOV
SHORUNM,BROOKS,GHOST 5,D,9,599,0,0,2,197.98,46.72,NVL
SHORUNM,BROOKS,GHOST 5,D,9,599,1,109.99,1,98.99,45.82,WB
SHORUNM,BROOKS,GHOST 5,D,9,599,3,329.97,1,98.99,46.72,TC2
SHORUNM,BROOKS,GHOST 5,D,9,599,4,439.96,0,0,0,TC1
SHORUNM,BROOKS,GHOST 5,D,9,599,1,109.99,0,0,0,AAW
SHORUNM,BROOKS,GHOST 5,D,9.5,600,1,109.99,2,219.98,51.55,AA
SHORUNM,BROOKS,GHOST 5,D,9.5,600,2,219.98,1,109.99,51.34,NOV
SHORUNM,BROOKS,GHOST 5,D,9.5,600,1,109.99,2,219.98,51.55,NVL
